"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert","www.nathalie-arthaud.info/141.94.244.194","443","INFO","-----BEGIN CERTIFICATE----- MIIHOjCCBiKgAwIBAgISA0PuloizEsxButNnegfxOqgtMA0GCSqGSIb3DQEBCwUA MDIxCzAJBgNVBAYTAlVTMRYwFAYDVQQKEw1MZXQncyBFbmNyeXB0MQswCQYDVQQD EwJSMzAeFw0yMjAyMTMxNzQyMjhaFw0yMjA1MTQxNzQyMjdaMCUxIzAhBgNVBAMT GnBvcnRhaWwubHV0dGUtb3V2cmllcmUub3JnMIICIjANBgkqhkiG9w0BAQEFAAOC Ag8AMIICCgKCAgEAz8sYYI5zV3MJgkJHTgCv8g8NJoYMz5blP6zt+MacpoKfg6fA utLVy3HH1Qu5gblxXC5mNQCt55y/tajk0lun5bb7vCsniy4/fLmox5xomz9y1aOO Lvz4XpZv4XYoO+OF2wKKx+c1LIHU98k3ij9vSsKJFJaujkUqls5X4yHiofn2jLaX nsFJLhqPxyRCRAk84lKsWUH4vShMaXqiNhigGwEalw90+fqtfBTomGoWnx+Ia1FX aDezu3yDmctC30Q0zBWQ2ss6HE5lGx38T2uh8wCjlHbKpP0aSUrnGEEu9hVKxoDq StU5TYcdBuYjzJCroDpbwS+JoElZ3BDuUsHTpEgAeYQSItlPA+Eabq0ECZKrb5dZ lSChQU0HBDRBuolvYQLr6jh6OPVXFTKAJ5U5Z6l/b2n2wm9Fw7Wf3IpH77NgWieI bQvY6aPfgiZiGawg1lgO4uQ61g/bjzqhSFO1Iqm/LEC/ITTZwNm9/fuCLQupyVOz cdoT1zFLfEXNW+ZB1PJrYNbWz9tVXJLb1318yllNWTXvSe5Lo51enL+m7uJy2xoz Yu1BugeXmwzAJvvy0ScPLj40awd0g1Sa0ulJsWgQdDJ4XWqDe/C1QHhaOGnhThV7 fQPbHqqNEWrSh9wcL59KX7yNRG3x39n1Vxxm63E8Sl9A4FUGgPydrIRsXGECAwEA AaOCA1UwggNRMA4GA1UdDwEB/wQEAwIFoDAdBgNVHSUEFjAUBggrBgEFBQcDAQYI KwYBBQUHAwIwDAYDVR0TAQH/BAIwADAdBgNVHQ4EFgQU9PF8IjGZBgZnknA/cY6E 2F6FfiUwHwYDVR0jBBgwFoAUFC6zF7dYVsuuUAlA5h+vnYsUwsYwVQYIKwYBBQUH AQEESTBHMCEGCCsGAQUFBzABhhVodHRwOi8vcjMuby5sZW5jci5vcmcwIgYIKwYB BQUHMAKGFmh0dHA6Ly9yMy5pLmxlbmNyLm9yZy8wggEiBgNVHREEggEZMIIBFYIY YXVkaW8ubHV0dGUtb3V2cmllcmUub3JnghZjbHQubHV0dGUtb3V2cmllcmUub3Jn ghpqb3VybmFsLmx1dHRlLW91dnJpZXJlLm9yZ4IWbGRjLmx1dHRlLW91dnJpZXJl Lm9yZ4ISbHV0dGUtb3V2cmllcmUub3JnghptZW5zdWVsLmx1dHRlLW91dnJpZXJl Lm9yZ4IVbmF0aGFsaWUtYXJ0aGF1ZC5pbmZvghpwb3J0YWlsLmx1dHRlLW91dnJp ZXJlLm9yZ4IXcHJvZC5sdXR0ZS1vdXZyaWVyZS5vcmeCFnd3dy5sdXR0ZS1vdXZy aWVyZS5vcmeCGXd3dy5uYXRoYWxpZS1hcnRoYXVkLmluZm8wTAYDVR0gBEUwQzAI BgZngQwBAgEwNwYLKwYBBAGC3xMBAQEwKDAmBggrBgEFBQcCARYaaHR0cDovL2Nw cy5sZXRzZW5jcnlwdC5vcmcwggEFBgorBgEEAdZ5AgQCBIH2BIHzAPEAdgBByMqx 3yJGShDGoToJQodeTjGLGwPr60vHaPCQYpYG9gAAAX70ZLkaAAAEAwBHMEUCIDNh ErCDPhecw6U6mfsDFkcMbpReYQfJGx6At/Qk5wFeAiEA6bNvnnqpN/b6z4NKzW4x DFOyXLcVELwKaiHakCgjDm8AdwBGpVXrdfqRIDC1oolp9PN9ESxBdL79SbiFq/L8 cP5tRwAAAX70ZLlbAAAEAwBIMEYCIQCgSvSQ/+ySdJEAn8Deq8AzNnXxRSU7Vtiv hC9A62MgCwIhAJcGRl3ZhJVahjuvFI0qbMeAHKMiqpyQzYhRBmtRQa0XMA0GCSqG SIb3DQEBCwUAA4IBAQCJkDEMIxzVlV94GjozUN8JFG6cWB/Cw4jWNqpDjjD6VpF7 AS0W5ID8+uv3qXYC+sB7oOUiFuRmyCyr3zsBtipBVpFnNMRFAIpPUfHWqUYaz2v1 TXL4f16dB+/+vXq+UTHneLAeaYii/dtP4WfWWsNkQvFv5c4RGG7welXLxzoFR/dz cizpcwJBIw0kilsLCoryGWyvkdpkL8nezfSpRtxD1H9YxPphWOfANpfAWMdj5/N1 73hoI6NSCIWZrbrUIvSTB8PyK8qY5dIGV19YPCiL0m/HF7rI/ojMCIaVhLmKZtfi OK5vIlI8w5XimiOYyWsTXWUbr7WgR0vIaJWxtlu6 -----END CERTIFICATE-----","",""
"cert_commonName","www.nathalie-arthaud.info/141.94.244.194","443","OK","portail.lutte-ouvriere.org","",""
"cert_commonName_wo_SNI","www.nathalie-arthaud.info/141.94.244.194","443","INFO","portail.lutte-ouvriere.org","",""
"cert_subjectAltName","www.nathalie-arthaud.info/141.94.244.194","443","INFO","audio.lutte-ouvriere.org clt.lutte-ouvriere.org journal.lutte-ouvriere.org ldc.lutte-ouvriere.org lutte-ouvriere.org mensuel.lutte-ouvriere.org nathalie-arthaud.info portail.lutte-ouvriere.org prod.lutte-ouvriere.org www.lutte-ouvriere.org www.nathalie-arthaud.info","",""
"cert_trust","www.nathalie-arthaud.info/141.94.244.194","443","OK","Ok via SAN (same w/o SNI)","",""
"cert_chain_of_trust","www.nathalie-arthaud.info/141.94.244.194","443","OK","passed.","",""
"cert_certificatePolicies_EV","www.nathalie-arthaud.info/141.94.244.194","443","INFO","no","",""
"cert_expirationStatus","www.nathalie-arthaud.info/141.94.244.194","443","OK","83 >= 30 days","",""
"cert_notBefore","www.nathalie-arthaud.info/141.94.244.194","443","INFO","2022-02-13 17:42","",""
"cert_notAfter","www.nathalie-arthaud.info/141.94.244.194","443","OK","2022-05-14 17:42","",""
"cert_extlifeSpan","www.nathalie-arthaud.info/141.94.244.194","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","www.nathalie-arthaud.info/141.94.244.194","443","INFO","not present","",""
"cert_crlDistributionPoints","www.nathalie-arthaud.info/141.94.244.194","443","INFO","--","",""
"cert_ocspURL","www.nathalie-arthaud.info/141.94.244.194","443","INFO","http://r3.o.lencr.org","",""
"OCSP_stapling","www.nathalie-arthaud.info/141.94.244.194","443","LOW","not offered","",""
"cert_mustStapleExtension","www.nathalie-arthaud.info/141.94.244.194","443","INFO","--","",""
"DNS_CAArecord","www.nathalie-arthaud.info/141.94.244.194","443","LOW","--","",""
"certificate_transparency","www.nathalie-arthaud.info/141.94.244.194","443","OK","yes (certificate extension)","",""
"certs_countServer","www.nathalie-arthaud.info/141.94.244.194","443","INFO","3","",""
"certs_list_ordering_problem","www.nathalie-arthaud.info/141.94.244.194","443","INFO","no","",""
"cert_caIssuers","www.nathalie-arthaud.info/141.94.244.194","443","INFO","R3 (Let's Encrypt from US)","",""
"intermediate_cert <#1>","www.nathalie-arthaud.info/141.94.244.194","443","INFO","-----BEGIN CERTIFICATE----- MIIFFjCCAv6gAwIBAgIRAJErCErPDBinU/bWLiWnX1owDQYJKoZIhvcNAQELBQAw TzELMAkGA1UEBhMCVVMxKTAnBgNVBAoTIEludGVybmV0IFNlY3VyaXR5IFJlc2Vh cmNoIEdyb3VwMRUwEwYDVQQDEwxJU1JHIFJvb3QgWDEwHhcNMjAwOTA0MDAwMDAw WhcNMjUwOTE1MTYwMDAwWjAyMQswCQYDVQQGEwJVUzEWMBQGA1UEChMNTGV0J3Mg RW5jcnlwdDELMAkGA1UEAxMCUjMwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEK AoIBAQC7AhUozPaglNMPEuyNVZLD+ILxmaZ6QoinXSaqtSu5xUyxr45r+XXIo9cP R5QUVTVXjJ6oojkZ9YI8QqlObvU7wy7bjcCwXPNZOOftz2nwWgsbvsCUJCWH+jdx sxPnHKzhm+/b5DtFUkWWqcFTzjTIUu61ru2P3mBw4qVUq7ZtDpelQDRrK9O8Zutm NHz6a4uPVymZ+DAXXbpyb/uBxa3Shlg9F8fnCbvxK/eG3MHacV3URuPMrSXBiLxg Z3Vms/EY96Jc5lP/Ooi2R6X/ExjqmAl3P51T+c8B5fWmcBcUr2Ok/5mzk53cU6cG /kiFHaFpriV1uxPMUgP17VGhi9sVAgMBAAGjggEIMIIBBDAOBgNVHQ8BAf8EBAMC AYYwHQYDVR0lBBYwFAYIKwYBBQUHAwIGCCsGAQUFBwMBMBIGA1UdEwEB/wQIMAYB Af8CAQAwHQYDVR0OBBYEFBQusxe3WFbLrlAJQOYfr52LFMLGMB8GA1UdIwQYMBaA FHm0WeZ7tuXkAXOACIjIGlj26ZtuMDIGCCsGAQUFBwEBBCYwJDAiBggrBgEFBQcw AoYWaHR0cDovL3gxLmkubGVuY3Iub3JnLzAnBgNVHR8EIDAeMBygGqAYhhZodHRw Oi8veDEuYy5sZW5jci5vcmcvMCIGA1UdIAQbMBkwCAYGZ4EMAQIBMA0GCysGAQQB gt8TAQEBMA0GCSqGSIb3DQEBCwUAA4ICAQCFyk5HPqP3hUSFvNVneLKYY611TR6W PTNlclQtgaDqw+34IL9fzLdwALduO/ZelN7kIJ+m74uyA+eitRY8kc607TkC53wl ikfmZW4/RvTZ8M6UK+5UzhK8jCdLuMGYL6KvzXGRSgi3yLgjewQtCPkIVz6D2QQz CkcheAmCJ8MqyJu5zlzyZMjAvnnAT45tRAxekrsu94sQ4egdRCnbWSDtY7kh+BIm lJNXoB1lBMEKIq4QDUOXoRgffuDghje1WrG9ML+Hbisq/yFOGwXD9RiX8F6sw6W4 avAuvDszue5L3sz85K+EC4Y/wFVDNvZo4TYXao6Z0f+lQKc0t8DQYzk1OXVu8rp2 yJMC6alLbBfODALZvYH7n7do1AZls4I9d1P4jnkDrQoxB3UqQ9hVl3LEKQ73xF1O yK5GhDDX8oVfGKF5u+decIsH4YaTw7mP3GFxJSqv3+0lUFJoi5Lc5da149p90Ids hCExroL1+7mryIkXPeFM5TgO9r0rvZaBFOvV2z0gp35Z0+L4WPlbuEjN/lxPFin+ HlUjr8gRsI3qfJOQFy/9rKIJR0Y/8Omwt/8oTWgy1mdeHmmjk7j1nYsvC9JSQ6Zv MldlTTKB3zhThV1+XWYp6rjd5JW1zbVWEkLNxE7GJThEUG3szgBVGP7pSWTUTsqX nLRbwHOoq7hHwg== -----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","www.nathalie-arthaud.info/141.94.244.194","443","INFO","67ADD1166B020AE61B8F5FC96813C04C2AA589960796865572A3C7E737613DFD","",""
"intermediate_cert_notBefore <#1>","www.nathalie-arthaud.info/141.94.244.194","443","INFO","2020-09-04 00:00","",""
"intermediate_cert_notAfter <#1>","www.nathalie-arthaud.info/141.94.244.194","443","OK","2025-09-15 16:00","",""
"intermediate_cert_expiration <#1>","www.nathalie-arthaud.info/141.94.244.194","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","www.nathalie-arthaud.info/141.94.244.194","443","INFO","R3 <-- ISRG Root X1","",""
"intermediate_cert <#2>","www.nathalie-arthaud.info/141.94.244.194","443","INFO","-----BEGIN CERTIFICATE----- MIIFYDCCBEigAwIBAgIQQAF3ITfU6UK47naqPGQKtzANBgkqhkiG9w0BAQsFADA/ MSQwIgYDVQQKExtEaWdpdGFsIFNpZ25hdHVyZSBUcnVzdCBDby4xFzAVBgNVBAMT DkRTVCBSb290IENBIFgzMB4XDTIxMDEyMDE5MTQwM1oXDTI0MDkzMDE4MTQwM1ow TzELMAkGA1UEBhMCVVMxKTAnBgNVBAoTIEludGVybmV0IFNlY3VyaXR5IFJlc2Vh cmNoIEdyb3VwMRUwEwYDVQQDEwxJU1JHIFJvb3QgWDEwggIiMA0GCSqGSIb3DQEB AQUAA4ICDwAwggIKAoICAQCt6CRz9BQ385ueK1coHIe+3LffOJCMbjzmV6B493XC ov71am72AE8o295ohmxEk7axY/0UEmu/H9LqMZshftEzPLpI9d1537O4/xLxIZpL wYqGcWlKZmZsj348cL+tKSIG8+TA5oCu4kuPt5l+lAOf00eXfJlII1PoOK5PCm+D LtFJV4yAdLbaL9A4jXsDcCEbdfIwPPqPrt3aY6vrFk/CjhFLfs8L6P+1dy70sntK 4EwSJQxwjQMpoOFTJOwT2e4ZvxCzSow/iaNhUd6shweU9GNx7C7ib1uYgeGJXDR5 bHbvO5BieebbpJovJsXQEOEO3tkQjhb7t/eo98flAgeYjzYIlefiN5YNNnWe+w5y sR2bvAP5SQXYgd0FtCrWQemsAXaVCg/Y39W9Eh81LygXbNKYwagJZHduRze6zqxZ Xmidf3LWicUGQSk+WT7dJvUkyRGnWqNMQB9GoZm1pzpRboY7nn1ypxIFeFntPlF4 FQsDj43QLwWyPntKHEtzBRL8xurgUBN8Q5N0s8p0544fAQjQMNRbcTa0B7rBMDBc SLeCO5imfWCKoqMpgsy6vYMEG6KDA0Gh1gXxG8K28Kh8hjtGqEgqiNx2mna/H2ql PRmP6zjzZN7IKw0KKP/32+IVQtQi0Cdd4Xn+GOdwiK1O5tmLOsbdJ1Fu/7xk9TND TwIDAQABo4IBRjCCAUIwDwYDVR0TAQH/BAUwAwEB/zAOBgNVHQ8BAf8EBAMCAQYw SwYIKwYBBQUHAQEEPzA9MDsGCCsGAQUFBzAChi9odHRwOi8vYXBwcy5pZGVudHJ1 c3QuY29tL3Jvb3RzL2RzdHJvb3RjYXgzLnA3YzAfBgNVHSMEGDAWgBTEp7Gkeyxx +tvhS5B1/8QVYIWJEDBUBgNVHSAETTBLMAgGBmeBDAECATA/BgsrBgEEAYLfEwEB ATAwMC4GCCsGAQUFBwIBFiJodHRwOi8vY3BzLnJvb3QteDEubGV0c2VuY3J5cHQu b3JnMDwGA1UdHwQ1MDMwMaAvoC2GK2h0dHA6Ly9jcmwuaWRlbnRydXN0LmNvbS9E U1RST09UQ0FYM0NSTC5jcmwwHQYDVR0OBBYEFHm0WeZ7tuXkAXOACIjIGlj26Ztu MA0GCSqGSIb3DQEBCwUAA4IBAQAKcwBslm7/DlLQrt2M51oGrS+o44+/yQoDFVDC 5WxCu2+b9LRPwkSICHXM6webFGJueN7sJ7o5XPWioW5WlHAQU7G75K/QosMrAdSW 9MUgNTP52GE24HGNtLi1qoJFlcDyqSMo59ahy2cI2qBDLKobkx/J3vWraV0T9VuG WCLKTVXkcGdtwlfFRjlBz4pYg1htmf5X6DYO8A4jqv2Il9DjXA6USbW1FzXSLr9O he8Y4IWS6wY7bCkjCWDcRQJMEhg76fsO3txE+FiYruq9RUWhiF1myv4Q6W+CyBFC Dfvp7OOGAN6dEOM4+qR9sdjoSYKEBpsr6GtPAQw4dy753ec5 -----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2>","www.nathalie-arthaud.info/141.94.244.194","443","INFO","6D99FB265EB1C5B3744765FCBC648F3CD8E1BFFAFDC4C2F99B9D47CF7FF1C24F","",""
