"id","fqdn/ip","port","severity","finding","cve","cwe"
"intermediate_cert_expiration <#2>","www.avectaubira.fr/51.158.73.110","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","www.avectaubira.fr/51.158.73.110","443","INFO","ISRG Root X1 <-- DST Root CA X3","",""
"intermediate_cert_badOCSP","www.avectaubira.fr/51.158.73.110","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","www.avectaubira.fr/51.158.73.110","443","INFO","200 OK ('/')","",""
"HTTP_clock_skew","www.avectaubira.fr/51.158.73.110","443","INFO","0 seconds from localtime","",""
"HTTP_headerTime","www.avectaubira.fr/51.158.73.110","443","INFO","1644712542","",""
"HSTS_time","www.avectaubira.fr/51.158.73.110","443","OK","365 days (=31536000 seconds) > 15552000 seconds","",""
"HSTS_subdomains","www.avectaubira.fr/51.158.73.110","443","OK","includes subdomains","",""
"HSTS_preload","www.avectaubira.fr/51.158.73.110","443","INFO","domain is NOT marked for preloading","",""
"HPKP","www.avectaubira.fr/51.158.73.110","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","www.avectaubira.fr/51.158.73.110","443","INFO","nginx","",""
"banner_application","www.avectaubira.fr/51.158.73.110","443","INFO","No application banner found","",""
"cookie_count","www.avectaubira.fr/51.158.73.110","443","INFO","2 at '/'","",""
"cookie_secure","www.avectaubira.fr/51.158.73.110","443","OK","All (2) at '/' marked as secure","",""
"cookie_httponly","www.avectaubira.fr/51.158.73.110","443","INFO","2/2 at '/' marked as HttpOnly","",""
"X-Frame-Options","www.avectaubira.fr/51.158.73.110","443","OK","SAMEORIGIN","",""
"X-Content-Type-Options","www.avectaubira.fr/51.158.73.110","443","OK","nosniff","",""
"Content-Security-Policy","www.avectaubira.fr/51.158.73.110","443","OK","frame-ancestors 'self'","",""
"X-XSS-Protection","www.avectaubira.fr/51.158.73.110","443","INFO","1; mode=block","",""
"X-UA-Compatible","www.avectaubira.fr/51.158.73.110","443","INFO","IE=Edge","",""
"banner_reverseproxy","www.avectaubira.fr/51.158.73.110","443","INFO","--","","CWE-200"
"heartbleed","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","www.avectaubira.fr/51.158.73.110","443","OK","no session ticket extension","CVE-2016-9244","CWE-200"
"ROBOT","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","www.avectaubira.fr/51.158.73.110","443","OK","supported","","CWE-310"
"secure_client_renego","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable","CVE-2011-1473","CWE-310"
"CRIME_TLS","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","www.avectaubira.fr/51.158.73.110","443","MEDIUM","potentially VULNERABLE, gzip HTTP compression detected  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","www.avectaubira.fr/51.158.73.110","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","www.avectaubira.fr/51.158.73.110","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
